NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,시군구_구,주소_합치기,latitude,longitude
118,서울특별시 중랑구 중화동,450,450,0,한신아파트상가동유치원동(103~109),59.76,201812,29,"45,200",-,20,-,-,1998,동일로 752,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로 752,37.5970090851956,127.082070702444
119,서울특별시 동대문구 답십리동,989-1,989,1,우성그린,59.36,201812,29,"43,000",-,12,-,-,1997,답십리로59길 33,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  답십리로59길 33,37.5750621283917,127.066522402213
120,서울특별시 양천구 신정동,883,883,0,심미에셈빌,115.87,201812,29,"40,300",-,4,-,-,2001,목동로23길 34,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동로23길 34,37.5279445415474,126.859714008753
121,서울특별시 서대문구 연희동,740,740,0,성원,59.61,201812,29,"46,800",-,11,-,-,2001,연희로32길 48,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  연희로32길 48,37.5758600491846,126.937263003322
122,서울특별시 서대문구 북가좌동,488,488,0,대경아르체,33.62,201812,29,"29,000",-,7,-,-,2018,응암로 133,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  응암로 133,37.5846667116226,126.914192065318
123,서울특별시 마포구 망원동,433-3,433,3,성신,48.3,201812,29,"27,500",-,4,-,-,1976,포은로 147,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  포은로 147,37.5598276655775,126.902725437642
124,서울특별시 서대문구 홍은동,202-5,202,5,"현대(1,2차)",84.77,201812,29,"55,000",-,3,-,-,1988,연희로 377,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  연희로 377,37.5910066406383,126.939320310319
125,서울특별시 마포구 염리동,515-1,515,1,상록,58.71,201812,29,"60,000",-,18,-,-,1997,숭문길 106,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  숭문길 106,37.5509248817864,126.946795894081
126,서울특별시 양천구 신월동,350-2,350,2,신안파크,47.6,201812,29,"17,700",-,3,-,-,1987,지양로15길 20,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  지양로15길 20,37.5239737188018,126.829250021639
127,서울특별시 은평구 응암동,739,739,0,응암동금호,84.93,201812,29,"48,000",-,3,-,-,1998,응암로 318,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  응암로 318,37.5994661259867,126.921971643797
128,서울특별시 영등포구 당산동,121-200,121,200,휴브리지빌딩,18.37,201812,29,"15,000",-,7,-,-,2012,버드나루로 116,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  버드나루로 116,37.5285194959594,126.908261412358
129,서울특별시 구로구 고척동,337,337,0,한일유앤아이,59.647,201812,29,"39,200",-,19,-,-,2005,중앙로15길 151,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  중앙로15길 151,37.5082177998099,126.852026637597
130,서울특별시 구로구 고척동,343,343,0,고척월드메르디앙,84.93,201812,29,"56,000",-,19,-,-,2011,중앙로8길 11,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  중앙로8길 11,37.5025283725553,126.863289184052
131,서울특별시 구로구 개봉동,478,478,0,한진,84.96,201812,29,"50,000",-,11,-,-,2000,개봉로3길 87,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  개봉로3길 87,37.485898739724,126.850970967732
132,서울특별시 구로구 개봉동,Dec-70,70,12,동도센트리움(70-12),116.276,201812,29,"39,500",-,14,-,-,2002,고척로22길 84,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  고척로22길 84,37.4981451232999,126.846809356285
133,서울특별시 서초구 방배동,763-12,763,12,푸른마을,108.45,201812,29,"55,000",-,6,-,-,2003,동광로1길 84,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  동광로1길 84,37.4955836848859,126.984012896345
134,서울특별시 동작구 신대방동,395-69,395,69,보라매아카데미타워,115.54,201812,29,"63,500",-,26,-,-,1998,보라매로5가길 16,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  보라매로5가길 16,37.4912751024086,126.924094714271
135,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201812,29,"31,500",-,12,-,-,2004,금하로 816,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 816,37.4497786332027,126.920020808062
136,서울특별시 금천구 독산동,1147,1147,0,금천롯데캐슬골드파크1차,59.9384,201812,29,"69,000",-,25,-,-,2016,벚꽃로 40,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  벚꽃로 40,37.4600596360114,126.893020585165
137,서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,201812,29,"11,500",-,4,-,-,2012,여의대방로61길 50,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  여의대방로61길 50,37.5162316852714,126.921199739783
138,서울특별시 동작구 상도동,411,411,0,대림아파트,66.59,201812,29,"53,300",-,10,-,-,1995,상도로60길 20,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  상도로60길 20,37.4931862305767,126.953260462544
139,서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,59.97,201812,29,"40,500",-,11,-,-,2006,갈현로17길 17,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  갈현로17길 17,37.6119050040364,126.908887561499
140,서울특별시 노원구 상계동,1063,1063,0,상계현대3차,84.96,201812,29,"43,200",-,9,-,-,1999,수락산로 234,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  수락산로 234,37.6719288518576,127.052648476813
141,서울특별시 노원구 상계동,135,135,0,한신1차,84.92,201812,29,"43,500",-,6,-,-,1987,한글비석로46가길 16,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로46가길 16,37.6658429810022,127.068944051263
142,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),59.28,201812,29,"46,200",-,14,-,-,1988,노해로 508,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  노해로 508,37.6547035620655,127.066190974274
143,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),58.01,201812,29,"50,700",-,10,-,-,1987,동일로215길 48,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로215길 48,37.6508221948981,127.056160593171
144,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),41.3,201812,29,"37,000",-,11,-,-,1987,동일로215길 48,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로215길 48,37.6508221948981,127.056160593171
145,서울특별시 노원구 하계동,270,270,0,우성,127.22,201812,29,"73,000",-,11,-,-,1988,섬밭로 232,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  섬밭로 232,37.6366151651829,127.065668150406
146,서울특별시 은평구 갈현동,537,537,0,갈현동현대,84.87,201812,29,"45,800",-,10,-,-,1997,갈현로33길 24,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  갈현로33길 24,37.6219704228009,126.913971706642
147,서울특별시 성북구 석관동,407,407,0,석관래미안,114.97,201812,29,"75,000",-,7,-,-,2009,화랑로 214,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  화랑로 214,37.6091583377123,127.054832710998
148,서울특별시 도봉구 쌍문동,59,59,0,한양2,35.1,201812,29,"18,400",-,13,-,-,1989,해등로 231,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 231,37.6577250772492,127.032047465192
149,서울특별시 성북구 장위동,319,319,0,꿈의숲코오롱하늘채,84.71,201812,29,"72,000",-,26,-,-,2017,돌곶이로 220,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  돌곶이로 220,37.6190182162561,127.046432738992
150,서울특별시 강북구 번동,470-1,470,1,삼성,59.77,201812,29,"40,000",-,7,-,-,1998,도봉로98길 33,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  도봉로98길 33,37.6413012911597,127.0315024438
151,서울특별시 노원구 월계동,556,556,0,주공2,44.94,201812,29,"20,000",-,9,-,-,1993,초안산로1길 18,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  초안산로1길 18,37.6291554160494,127.051603822219
152,서울특별시 도봉구 창동,38,38,0,주공17단지,41.3,201812,29,"24,000",-,1,-,-,1989,덕릉로66길 17,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로66길 17,37.6437121231525,127.053952436142
153,서울특별시 도봉구 창동,38,38,0,주공17단지,36.34,201812,29,"23,700",-,13,-,-,1989,덕릉로66길 17,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  덕릉로66길 17,37.6437121231525,127.053952436142
154,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),45.55,201812,29,"28,000",-,6,-,-,1989,수락산로 174,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  수락산로 174,37.670441834509,127.059730640364
155,서울특별시 노원구 월계동,781,781,0,청백4,59.4,201812,29,"30,900",-,14,-,-,1998,월계로45가길 94,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  월계로45가길 94,37.6318155292192,127.052326972987
156,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,53.16,201812,29,"27,250",-,7,-,-,1988,시루봉로 107,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 107,37.6612170251846,127.026150172257
157,서울특별시 도봉구 방학동,508,508,0,우성아파트2,84.98,201812,28,"37,000",-,2,-,-,1993,해등로 307,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 307,37.6566747087322,127.022753987328
158,서울특별시 강북구 번동,136,136,0,번동솔그린,84.6,201812,28,"39,500",-,9,-,-,1999,한천로109길 83,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  한천로109길 83,37.6266622872579,127.039219892825
159,서울특별시 도봉구 쌍문동,732,732,0,북한산코오롱하늘채,84.98,201812,28,"51,750",-,8,-,-,2014,우이천로 367,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  우이천로 367,37.6478841889324,127.024070387404
160,서울특별시 노원구 상계동,624,624,0,상계주공16(고층),58.01,201812,28,"32,000",-,14,-,-,1988,동일로227길 86,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로227길 86,37.6704100337173,127.052730034287
161,서울특별시 노원구 상계동,135,135,0,한신1차,53.96,201812,28,"28,000",-,14,-,-,1987,한글비석로46가길 16,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로46가길 16,37.6658429810022,127.068944051263
162,서울특별시 양천구 목동,916,916,0,현대하이페리온,154.05,201812,28,"208,000",-,47,-,-,2003,목동동로 257,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동동로 257,37.5273217750941,126.874619136454
163,서울특별시 양천구 신월동,13-3,13,3,샤인팰리스,84.55,201812,28,"34,000",-,3,-,-,2004,화곡로3길 20-19,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  화곡로3길 20-19,37.5412276373369,126.828157465507
164,서울특별시 서대문구 충정로3가,466,466,0,우리유앤미,84.73,201812,28,"70,000",-,5,-,-,2008,경기대로 26-7,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  경기대로 26-7,37.5618578538624,126.961948197164
165,서울특별시 마포구 창전동,443,443,0,해모로,83.871,201812,28,"104,000",-,21,-,-,2007,토정로 167,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  토정로 167,37.5464775981715,126.928907135922
166,서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,201812,28,"28,000",-,7,-,-,2005,월드컵북로5나길 18,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  월드컵북로5나길 18,37.5573352701834,126.916796137041
167,서울특별시 은평구 대조동,04-06,4,6,정익제이원,41.08,201812,28,"31,800",-,8,-,-,2014,통일로 745-4,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  통일로 745-4,37.6117678551251,126.928177031177
168,서울특별시 강서구 염창동,300,300,0,강변한솔솔파크,84.97,201812,28,"72,000",-,13,-,-,2005,양천로63길 38,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  양천로63길 38,37.5570108264228,126.865890760617
169,서울특별시 송파구 잠실동,101-1,101,1,우성아파트,160.74,201812,28,"238,400",-,6,-,-,1981,올림픽로4길 42,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로4길 42,37.5083255540399,127.072027874321
170,서울특별시 송파구 문정동,618,618,0,파크하비오,84.9648,201812,28,"117,500",-,11,-,-,2016,송파대로 111,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로 111,37.4796870553794,127.124979804141
171,서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.88,201812,28,"148,000",-,2,-,-,2008,올림픽로 99,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로 99,37.5151252476966,127.078130036923
172,서울특별시 강동구 암사동,516-2,516,2,한강리치팰리스,81.46,201812,28,"55,000",-,4,-,-,2010,선사로 138,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  선사로 138,37.5505885408948,127.123774734655
173,서울특별시 송파구 신천동,11-04,11,4,잠실푸르지오월드마크,119.58,201812,28,"150,000",-,33,-,-,2013,올림픽로35가길 9,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로35가길 9,37.5174846188512,127.103444795508
174,서울특별시 송파구 신천동,7,7,0,장미1,82.45,201812,28,"133,000",-,2,-,-,1979,올림픽로35길 104,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로35길 104,37.5198173607856,127.099297662181
175,서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,201812,28,"11,800",-,10,-,-,2014,진황도로 87,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  진황도로 87,37.5363674526244,127.136442751206
176,서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,94.49,201812,28,"280,000",-,16,-,-,2015,삼성로51길 37,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  삼성로51길 37,37.4934361918055,127.057697682666
177,서울특별시 강남구 대치동,316,316,0,은마,84.43,201812,28,"172,000",-,7,-,-,1980,삼성로 212,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  삼성로 212,37.4996157705058,127.065915414443
178,서울특별시 강남구 역삼동,606-18,606,18,현대휴먼터치빌,25.92,201812,28,"24,000",-,15,-,-,1999,논현로 565,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  논현로 565,37.5065208505908,127.033785182489
179,서울특별시 강남구 역삼동,828-76,828,76,(828-76),31.83,201812,28,"37,700",-,6,-,-,2005,테헤란로10길 27,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  테헤란로10길 27,37.4974052182051,127.033065808298
180,서울특별시 서초구 서초동,1593-7,1593,7,서초이오빌,43.2,201812,28,"29,000",-,3,-,-,2003,효령로53길 45,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  효령로53길 45,37.4865276721133,127.012932415371
181,서울특별시 서초구 신원동,619,619,0,서초포레스타6단지,59.98,201812,28,"110,000",-,5,-,-,2015,청계산로9길 1-12,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  청계산로9길 1-12,37.4496826596411,127.056241443278
182,서울특별시 송파구 잠실동,27,27,0,주공아파트 5단지,76.5,201812,28,"164,500",-,15,-,-,1978,송파대로 567,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로 567,37.5131381759342,127.09304868009
183,서울특별시 강동구 둔촌동,170-1,170,1,둔촌주공4단지,97.72,201812,28,"126,000",-,9,-,-,1980,양재대로 1340,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  양재대로 1340,37.525777860061,127.135931466677
184,서울특별시 동대문구 장안동,346-1,346,1,태솔아파트3차,59.57,201812,28,"39,900",-,12,-,-,2018,장한로26가길 53,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장한로26가길 53,37.5692710967995,127.070969634209
185,서울특별시 동대문구 장안동,346-1,346,1,태솔아파트3차,57.98,201812,28,"36,400",-,12,-,-,2018,장한로26가길 53,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장한로26가길 53,37.5692710967995,127.070969634209
186,서울특별시 성동구 마장동,825,825,0,대성유니드,84.71,201812,28,"73,500",-,14,-,-,2004,마장로37길 7,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  마장로37길 7,37.5669385461453,127.038684519978
187,서울특별시 성북구 보문동3가,2,2,0,현대I-PARK,84.57,201812,28,"68,000",-,13,-,-,2003,지봉로21길 19,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  지봉로21길 19,37.5856690827857,127.015959024256
