"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20241022","중앙선","중랑","5840","5675","20241025"
"20241022","안산선","중앙","19534","20180","20241025"
"20241022","9호선2~3단계","중앙보훈병원","14193","12380","20241025"
"20241022","7호선","중화","11366","11464","20241025"
"20241022","9호선","증미","9611","9337","20241025"
"20241022","6호선","증산(명지대앞)","10419","10479","20241025"
"20241022","일산선","지축","4","0","20241025"
"20241022","3호선","지축","8271","8270","20241025"
"20241022","중앙선","지평","33","57","20241025"
"20241022","경원선","지행","6715","6813","20241025"
"20241022","경부선","직산","1060","1063","20241025"
"20241022","경부선","진위","2012","1809","20241025"
"20241022","4호선","창동","28050","29692","20241025"
"20241022","경원선","창동","2","0","20241025"
"20241022","6호선","창신","4242","3646","20241025"
"20241022","경춘선","천마산","1585","1458","20241025"
"20241022","경부선","천안","7343","6313","20241025"
"20241022","7호선","천왕","12915","12629","20241025"
"20241022","8호선","천호(풍납토성)","17615","19505","20241025"
"20241022","5호선","천호(풍납토성)","19108","19094","20241025"
"20241022","7호선","철산","23200","23861","20241025"
"20241022","5호선","청구","4375","3996","20241025"
"20241022","6호선","청구","4311","4339","20241025"
"20241022","7호선","청담","21646","23333","20241025"
"20241022","공항철도 1호선","청라국제도시","8004","7705","20241025"
"20241022","1호선","청량리(서울시립대입구)","22418","21920","20241025"
"20241022","경원선","청량리(서울시립대입구)","15383","16542","20241025"
"20241022","분당선","청명","5271","5160","20241025"
"20241022","경원선","청산","148","124","20241025"
"20241022","경춘선","청평","1572","1521","20241025"
"20241022","경강선","초월","4131","3874","20241025"
"20241022","안산선","초지","5760","5907","20241025"
"20241022","4호선","총신대입구(이수)","19817","21660","20241025"
"20241022","경춘선","춘천","1615","1476","20241025"
"20241022","3호선","충무로","8","0","20241025"
"20241022","4호선","충무로","36411","36786","20241025"
"20241022","5호선","충정로(경기대입구)","5447","5608","20241025"
"20241022","2호선","충정로(경기대입구)","11459","12216","20241025"
"20241022","경의선","탄현","8473","8293","20241025"
"20241022","장항선","탕정","2010","1723","20241025"
"20241022","6호선","태릉입구","6103","6857","20241025"
"20241022","7호선","태릉입구","9456","8853","20241025"
"20241022","분당선","태평","13742","13422","20241025"
"20241022","경춘선","퇴계원","3729","3429","20241025"
"20241022","경의선","파주","1837","1384","20241025"
"20241022","경강선","판교","6344","6292","20241025"
"20241022","중앙선","팔당","619","627","20241025"
"20241022","경춘선","평내호평","6756","6601","20241025"
"20241022","과천선","평촌","20153","19399","20241025"
"20241022","경부선","평택","13237","13176","20241025"
"20241022","경부선","평택지제","4352","4210","20241025"
"20241022","경의선","풍산","6542","6149","20241025"
"20241022","7호선","하계","20136","18767","20241025"
"20241022","5호선","하남검단산","6752","6431","20241025"
"20241022","5호선","하남시청(덕풍?신장)","8959","8533","20241025"
"20241022","5호선","하남풍산","4831","4910","20241025"
"20241022","7호선","학동","27091","27878","20241025"
"20241022","3호선","학여울","2245","2259","20241025"
"20241022","6호선","한강진","10673","12092","20241025"
"20241022","경의선","한국항공대","3669","3400","20241025"
"20241022","경원선","한남","3996","3892","20241025"
"20241022","안산선","한대앞","10685","10807","20241025"
"20241022","4호선","한성대입구(삼선교)","15774","15297","20241025"
"20241022","9호선2~3단계","한성백제","3408","3174","20241025"
"20241022","2호선","한양대","16112","17510","20241025"
"20241022","분당선","한티","16556","18056","20241025"
"20241022","2호선","합정","31225","32860","20241025"
"20241022","6호선","합정","13373","13023","20241025"
"20241022","5호선","행당","8934","8120","20241025"
"20241022","경의선","행신","8835","8925","20241025"
"20241022","4호선","혜화","38064","36388","20241025"
"20241022","수인선","호구포","4227","4393","20241025"
"20241022","공항철도 1호선","홍대입구","12625","12400","20241025"
"20241022","경의선","홍대입구","1945","2302","20241025"
"20241022","2호선","홍대입구","62950","65968","20241025"
"20241022","3호선","홍제","19169","18530","20241025"
"20241022","우이신설선","화계","3747","3685","20241025"
"20241022","5호선","화곡","30274","28672","20241025"
"20241022","6호선","화랑대(서울여대입구)","13928","11127","20241025"
"20241022","경부선","화서","11464","11060","20241025"
"20241022","일산선","화정","17837","18327","20241025"
"20241022","중앙선","회기","28588","27566","20241025"
"20241022","경원선","회룡","13637","13323","20241025"
"20241022","4호선","회현(남대문시장)","29904","30525","20241025"
"20241022","경의선","효창공원앞","3850","4169","20241025"
"20241022","6호선","효창공원앞","8258","7898","20241025"
"20241022","9호선","흑석(중앙대입구)","10499","10806","20241025"
"20241021","우이신설선","4.19민주묘지","4421","4466","20241024"
"20241021","경원선","가능","7333","7144","20241024"
"20241021","8호선","가락시장","9211","10214","20241024"
"20241021","3호선","가락시장","10128","9706","20241024"
"20241021","경부선","가산디지털단지","21658","24198","20241024"
"20241021","7호선","가산디지털단지","51195","51753","20241024"
"20241021","9호선","가양","24681","24377","20241024"
"20241021","우이신설선","가오리","4585","4634","20241024"
"20241021","경의선","가좌","6801","6418","20241024"
"20241021","분당선","가천대","12843","13459","20241024"
"20241021","경춘선","가평","2477","2349","20241024"
"20241021","경인선","간석","6635","6212","20241024"
"20241021","경춘선","갈매","3250","2850","20241024"
"20241021","2호선","강남","84752","83406","20241024"
"20241021","분당선","강남구청","10712","12405","20241024"
"20241021","7호선","강남구청","17829","19400","20241024"
"20241021","5호선","강동","20751","20328","20241024"
"20241021","8호선","강동구청","11756","12152","20241024"
"20241021","경의선","강매","3920","3264","20241024"
"20241021","2호선","강변(동서울터미널)","28931","26419","20241024"
"20241021","5호선","강일","6873","6376","20241024"
"20241021","경춘선","강촌","724","645","20241024"
"20241021","5호선","개롱","7404","7612","20241024"
"20241021","경인선","개봉","23797","23615","20241024"
"20241021","분당선","개포동","5063","5208","20241024"
"20241021","9호선","개화","3266","2296","20241024"
"20241021","5호선","개화산","6849","6565","20241024"
"20241021","5호선","거여","11306","11150","20241024"
"20241021","7호선","건대입구","14623","14656","20241024"
"20241021","2호선","건대입구","34718","35975","20241024"
"20241021","공항철도 1호선","검암","7008","6966","20241024"
"20241021","경강선","경기광주","8922","8491","20241024"
"20241021","과천선","경마공원","1011","964","20241024"
"20241021","3호선","경복궁(정부서울청사)","27824","28536","20241024"
"20241021","3호선","경찰병원","8607","8616","20241024"
"20241021","공항철도 1호선","계양","14737","13997","20241024"
"20241021","경의선","계양","1","0","20241024"
"20241021","5호선","고덕","11934","11599","20241024"
"20241021","6호선","고려대(종암)","9956","9455","20241024"
"20241021","수인선","고색","6642","6198","20241024"
"20241021","9호선","고속터미널","14653","19046","20241024"
"20241021","7호선","고속터미널","17845","14921","20241024"
"20241021","3호선","고속터미널","38659","37046","20241024"
"20241021","안산선","고잔","10276","9768","20241024"
"20241021","경의선","곡산","797","830","20241024"
"20241021","경강선","곤지암","2742","2729","20241024"
"20241021","공항철도 1호선","공덕","3162","3991","20241024"
"20241021","5호선","공덕","16051","17061","20241024"
"20241021","6호선","공덕","21708","21145","20241024"
"20241021","경의선","공덕","4393","3888","20241024"
"20241021","7호선","공릉(서울과학기술대)","13559","13444","20241024"
"20241021","9호선","공항시장","3448","3658","20241024"
"20241021","공항철도 1호선","공항화물청사","2194","2328","20241024"
"20241021","과천선","과천","7327","6620","20241024"
"20241021","경부선","관악","7975","7689","20241024"
"20241021","신림선","관악산(서울대)","3511","3533","20241024"
"20241021","5호선","광나루(장신대)","12256","11808","20241024"
"20241021","경부선","광명","4336","3736","20241024"
"20241021","7호선","광명사거리","22037","21599","20241024"
"20241021","경원선","광운대","10031","9550","20241024"
"20241021","5호선","광화문(세종문화회관)","36240","38276","20241024"
"20241021","6호선","광흥창(서강)","10635","10117","20241024"
"20241021","3호선","교대(법원.검찰청)","18579","11295","20241024"
"20241021","2호선","교대(법원.검찰청)","35025","41857","20241024"
"20241021","경부선","구로","19482","19515","20241024"
"20241021","2호선","구로디지털단지","63609","63593","20241024"
"20241021","분당선","구룡","4157","4122","20241024"
"20241021","중앙선","구리","10002","10128","20241024"
"20241021","9호선","구반포","1588","1549","20241024"
"20241021","6호선","구산","9144","6975","20241024"
"20241021","분당선","구성","7457","7491","20241024"
"20241021","2호선","구의(광진구청)","27301","26810","20241024"
"20241021","경인선","구일","7762","7737","20241024"
"20241021","3호선","구파발","24489","23084","20241024"
"20241021","중앙선","국수","823","789","20241024"
"20241021","9호선","국회의사당","19007","19898","20241024"
"20241021","5호선","군자(능동)","12486","13428","20241024"
"20241021","7호선","군자(능동)","16019","12992","20241024"
"20241021","경부선","군포","8162","8109","20241024"
"20241021","경춘선","굴봉산","127","109","20241024"
"20241021","5호선","굽은다리(강동구민회관앞)","10634","10058","20241024"
"20241021","경춘선","금곡","1719","1651","20241024"
"20241021","경의선","금릉","6066","5833","20241024"
"20241021","경부선","금정","30887","31239","20241024"
"20241021","경부선","금천구청","12476","12760","20241024"
"20241021","경의선","금촌","7660","7352","20241024"
"20241021","3호선","금호","8859","8330","20241024"
"20241021","분당선","기흥","12373","11866","20241024"
"20241021","5호선","길동","9605","9697","20241024"
"20241021","4호선","길음","23536","23581","20241024"
"20241021","경춘선","김유정","413","448","20241024"
"20241021","9호선","김포공항","6188","10268","20241024"
"20241021","공항철도 1호선","김포공항","9837","5738","20241024"
"20241021","서해선","김포공항","2867","3744","20241024"
"20241021","5호선","김포공항","11967","7663","20241024"
"20241021","5호선","까치산","30263","29320","20241024"
"20241021","2호선","낙성대(강감찬)","29424","29165","20241024"
"20241021","7호선","남구로","16771","17672","20241024"
"20241021","수인선","남동인더스파크","2647","2988","20241024"
"20241021","3호선","남부터미널(예술의전당)","31968","32661","20241024"
"20241021","7호선","남성","12812","12353","20241024"
"20241021","경부선","남영","10937","11585","20241024"
"20241021","8호선","남위례","8411","8277","20241024"
"20241021","경춘선","남춘천","2801","3337","20241024"
"20241021","4호선","남태령","1494","1307","20241024"
"20241021","8호선","남한산성입구(성남법원.검찰청)","16035","14921","20241024"
"20241021","7호선","내방","16740","16681","20241024"
"20241021","9호선","노들","5377","4478","20241024"
"20241021","9호선","노량진","28130","27797","20241024"
"20241021","경부선","노량진","8945","9007","20241024"
"20241021","4호선","노원","22662","25275","20241024"
"20241021","7호선","노원","21203","22414","20241024"
"20241021","3호선","녹번","17129","15974","20241024"
"20241021","6호선","녹사평(용산구청)","5168","5124","20241024"
"20241021","경원선","녹양","4875","4641","20241024"
"20241021","경원선","녹천","5031","4290","20241024"
"20241021","7호선","논현","21174","21468","20241024"
"20241021","경의선","능곡","5528","5046","20241024"
"20241021","8호선","단대오거리","13517","12881","20241024"
"20241021","수인선","달월","114","78","20241024"
"20241021","5호선","답십리","17727","16056","20241024"
"20241021","4호선","당고개","10477","8868","20241024"
"20241021","신림선","당곡","5235","5193","20241024"
"20241021","9호선","당산","20472","19917","20241024"
"20241021","2호선","당산","20355","23974","20241024"
"20241021","경부선","당정","7350","6993","20241024"
"20241021","일산선","대곡","3716","2666","20241024"
"20241021","과천선","대공원","2996","3048","20241024"
"20241021","7호선","대림(구로구청)","9537","9484","20241024"
"20241021","2호선","대림(구로구청)","26990","27467","20241024"
"20241021","분당선","대모산입구","6847","6399","20241024"
"20241021","경부선","대방","11833","13158","20241024"
"20241021","신림선","대방","3087","2303","20241024"
"20241021","경춘선","대성리","473","465","20241024"
"20241021","안산선","대야미","5598","5146","20241024"
"20241021","3호선","대청","12232","11586","20241024"
"20241021","3호선","대치","13359","13629","20241024"
"20241021","일산선","대화","15461","11730","20241024"
"20241021","6호선","대흥(서강대앞)","10578","11021","20241024"
"20241021","경원선","덕계","7168","6660","20241024"
"20241021","중앙선","덕소","6198","6171","20241024"
"20241021","경원선","덕정","7859","7551","20241024"
"20241021","분당선","도곡","8409","8833","20241024"
"20241021","3호선","도곡","6820","6647","20241024"
"20241021","중앙선","도농","11464","10392","20241024"
"20241021","2호선","도림천","1444","1519","20241024"
"20241021","경원선","도봉","6535","6172","20241024"
"20241021","7호선","도봉산","10406","11960","20241024"
"20241021","경원선","도봉산","8219","5356","20241024"
"20241021","중앙선","도심","3008","2392","20241024"
"20241021","경인선","도원","3681","3725","20241024"
"20241021","경인선","도화","4800","4384","20241024"
"20241021","3호선","독립문","8503","8862","20241024"
"20241021","6호선","독바위","3095","3192","20241024"
"20241021","경부선","독산","19617","20117","20241024"
"20241021","6호선","돌곶이","11282","10500","20241024"
"20241021","4호선","동대문","21914","22770","20241024"
"20241021","1호선","동대문","12661","12301","20241024"
"20241021","2호선","동대문역사문화공원(DDP)","15690","18116","20241024"
"20241021","5호선","동대문역사문화공원(DDP)","3592","3975","20241024"
"20241021","4호선","동대문역사문화공원(DDP)","21239","18756","20241024"
"20241021","3호선","동대입구","12364","13726","20241024"
"20241021","경원선","동두천","2396","2433","20241024"
"20241021","경원선","동두천중앙","3382","3173","20241024"
"20241021","1호선","동묘앞","9431","9506","20241024"
"20241021","6호선","동묘앞","8930","9258","20241024"
"20241021","경인선","동암","16844","16687","20241024"
"20241021","경인선","동인천","14490","13363","20241024"
"20241021","9호선","동작(현충원)","2097","1768","20241024"
"20241021","4호선","동작(현충원)","1734","1787","20241024"
"20241021","경부선","두정","8746","10607","20241024"
"20241021","5호선","둔촌동","9660","9513","20241024"
"20241021","9호선2~3단계","둔촌오륜","1308","1273","20241024"
"20241021","9호선","등촌","13790","13255","20241024"
"20241021","공항철도 1호선","디지털미디어시티","15923","15283","20241024"
"20241021","경의선","디지털미디어시티","3122","2969","20241024"
"20241021","6호선","디지털미디어시티","17020","18413","20241024"
"20241021","2호선","뚝섬","26306","27664","20241024"
"20241021","5호선","마곡","13145","13198","20241024"
"20241021","공항철도 1호선","마곡나루(서울식물원)","12390","11820","20241024"
"20241021","9호선","마곡나루(서울식물원)","15278","15024","20241024"
"20241021","일산선","마두","9115","9246","20241024"
"20241021","7호선","마들","15215","14609","20241024"
"20241021","경춘선","마석","4618","4362","20241024"
"20241021","5호선","마장","6670","6336","20241024"
"20241021","5호선","마천","8474","7570","20241024"
"20241021","5호선","마포","16301","16690","20241024"
"20241021","6호선","마포구청","16232","14586","20241024"
"20241021","중앙선","망우","8365","8299","20241024"
"20241021","6호선","망원","15986","16620","20241024"
"20241021","경원선","망월사","10293","10481","20241024"
"20241021","분당선","망포","17197","16490","20241024"
"20241021","분당선","매교","6124","6112","20241024"
"20241021","3호선","매봉","14510","13936","20241024"
"20241021","분당선","매탄권선","6102","5994","20241024"
"20241021","7호선","먹골","10763","10828","20241024"
"20241021","7호선","면목","17144","15929","20241024"
"20241021","4호선","명동","38987","41108","20241024"
"20241021","5호선","명일","9042","9023","20241024"
"20241021","경부선","명학","10686","10627","20241024"
"20241021","8호선","모란","5246","3986","20241024"
"20241021","분당선","모란","21370","21665","20241024"
"20241021","5호선","목동","18627","20389","20241024"
"20241021","8호선","몽촌토성(평화의문)","8192","8288","20241024"
"20241021","3호선","무악재","4771","4755","20241024"
"20241021","2호선","문래","26238","26921","20241024"
"20241021","경의선","문산","6143","5715","20241024"
"20241021","8호선","문정","25873","27185","20241024"
"20241021","분당선","미금","17287","17925","20241024"
"20241021","5호선","미사","19352","19547","20241024"
"20241021","4호선","미아(서울사이버대학)","17660","17378","20241024"
"20241021","4호선","미아사거리","28668","27964","20241024"
"20241021","안산선","반월","4818","4726","20241024"
"20241021","7호선","반포","6975","6735","20241024"
"20241021","5호선","발산","25311","25680","20241024"
"20241021","2호선","방배","19992","20687","20241024"
"20241021","5호선","방이","7889","8013","20241024"
"20241021","경원선","방학","10977","10616","20241024"
"20241021","5호선","방화","7720","7270","20241024"
"20241021","장항선","배방","1450","1424","20241024"
"20241021","경의선","백마","8485","8251","20241024"
"20241021","일산선","백석","11156","11221","20241024"
"20241021","경춘선","백양리","72","113","20241024"
"20241021","경인선","백운","8212","8090","20241024"
"20241021","6호선","버티고개","2445","2493","20241024"
"20241021","과천선","범계","29804","29605","20241024"
"20241021","경춘선","별내","2997","2678","20241024"
"20241021","경부선","병점","17909","17566","20241024"
"20241021","7호선","보라매","7229","7599","20241024"
"20241021","신림선","보라매","4805","4341","20241024"
"20241021","신림선","보라매공원","2470","2681","20241024"
"20241021","신림선","보라매병원","8689","9196","20241024"
"20241021","6호선","보문","8834","8194","20241024"
"20241021","우이신설선","보문","1774","1848","20241024"
"20241021","경원선","보산","1684","1436","20241024"
"20241021","분당선","보정","2921","2744","20241024"
"20241021","8호선","복정","11129","9444","20241024"
"20241021","분당선","복정","1","0","20241024"
"20241021","장항선","봉명","1655","1641","20241024"
"20241021","9호선2~3단계","봉은사","21562","22523","20241024"
"20241021","2호선","봉천","26665","25177","20241024"
"20241021","6호선","봉화산(서울의료원)","9981","9204","20241024"
"20241021","경인선","부개","9691","9087","20241024"
"20241021","경강선","부발","2559","2461","20241024"
"20241021","경인선","부천","33760","33243","20241024"
"20241021","서해선","부천종합운동장","3043","2598","20241024"
"20241021","경인선","부평","29392","30761","20241024"
"20241021","우이신설선","북한산보국문","6754","6562","20241024"
"20241021","우이신설선","북한산우이","3355","2921","20241024"
"20241021","6호선","불광","5062","4994","20241024"
"20241021","3호선","불광","18262","19287","20241024"
"20241021","7호선","사가정","17643","18370","20241024"
"20241021","2호선","사당","41965","45384","20241024"
"20241021","4호선","사당","26901","23612","20241024"
"20241021","경춘선","사릉","2641","2455","20241024"
"20241021","수인선","사리","5665","5082","20241024"
"20241021","9호선","사평","4267","4101","20241024"
"20241021","안산선","산본","17650","18619","20241024"
"20241021","8호선","산성","6836","7027","20241024"
"20241021","4호선","삼각지","6259","6924","20241024"
"20241021","6호선","삼각지","7470","6801","20241024"
"20241021","경강선","삼동","2856","2705","20241024"
"20241021","2호선","삼성(무역센터)","56542","58228","20241024"
"20241021","9호선2~3단계","삼성중앙","9214","9625","20241024"
"20241021","일산선","삼송","21640","20613","20241024"
"20241021","우이신설선","삼양","2446","2610","20241024"
"20241021","우이신설선","삼양사거리","2914","2817","20241024"
"20241021","9호선2~3단계","삼전","8830","8388","20241024"
"20241021","분당선","상갈","6199","5746","20241024"
"20241021","4호선","상계","21580","20420","20241024"
"20241021","7호선","상도","13579","13527","20241024"
"20241021","안산선","상록수","17111","17464","20241024"
"20241021","7호선","상봉","18435","17628","20241024"
"20241021","중앙선","상봉","6422","6391","20241024"
"20241021","6호선","상수","9994","10679","20241024"
"20241021","2호선","상왕십리","15687","15599","20241024"
"20241021","6호선","상월곡(한국과학기술연구원)","7559","7103","20241024"
"20241021","5호선","상일동","16555","15684","20241024"
"20241021","경춘선","상천","357","320","20241024"
"20241021","6호선","새절(신사)","14536","13460","20241024"
"20241021","9호선","샛강","7433","7699","20241024"
"20241021","신림선","샛강","3394","3881","20241024"
"20241021","경의선","서강대","2680","2504","20241024"
"20241021","5호선","서대문","23528","24027","20241024"
"20241021","경부선","서동탄","1797","1451","20241024"
"20241021","경원선","서빙고","2753","2496","20241024"
"20241021","신림선","서울대벤처타운","10179","9592","20241024"
"20241021","2호선","서울대입구(관악구청)","49891","48309","20241024"
"20241021","분당선","서울숲","13288","13531","20241024"
"20241021","1호선","서울역","58590","55029","20241024"
"20241021","공항철도 1호선","서울역","14749","12805","20241024"
"20241021","4호선","서울역","15047","23980","20241024"
"20241021","경의선","서울역","5481","6932","20241024"
"20241021","경부선","서울역","9130","3290","20241024"
"20241021","신림선","서울지방병무청","3381","3669","20241024"
"20241021","신림선","서원","3778","3334","20241024"
"20241021","경부선","서정리","9359","9062","20241024"
"20241021","2호선","서초","28384","27610","20241024"
"20241021","분당선","서현","25717","26207","20241024"
"20241021","6호선","석계","13812","14404","20241024"
"20241021","경원선","석계","8028","9304","20241024"
"20241021","경부선","석수","9746","8872","20241024"
"20241021","9호선2~3단계","석촌","10000","9078","20241024"
"20241021","8호선","석촌","9020","10203","20241024"
"20241021","9호선2~3단계","석촌고분","7806","7521","20241024"
"20241021","2호선","선릉","66056","58100","20241024"
"20241021","분당선","선릉","15033","22722","20241024"
"20241021","과천선","선바위","8396","7320","20241024"
"20241021","9호선","선유도","10171","9572","20241024"
"20241021","분당선","선정릉","8729","9131","20241024"
"20241021","9호선2~3단계","선정릉","11286","12291","20241024"
"20241021","경부선","성균관대","17492","17172","20241024"
"20241021","경강선","성남","1135","1003","20241024"
"20241021","2호선","성수","47318","51504","20241024"
"20241021","우이신설선","성신여대입구(돈암)","3933","4122","20241024"
"20241021","4호선","성신여대입구(돈암)","23378","23077","20241024"
"20241021","경부선","성환","7379","7245","20241024"
"20241021","경부선","세류","3898","3570","20241024"
"20241021","경부선","세마","3771","3565","20241024"
"20241021","경강선","세종대왕릉","360","338","20241024"
"20241021","수인선","소래포구","6136","5705","20241024"
"20241021","경인선","소사","8385","8133","20241024"
"20241021","경원선","소요산","1899","1850","20241024"
"20241021","우이신설선","솔밭공원","2825","2795","20241024"
"20241021","우이신설선","솔샘","6607","6313","20241024"
"20241021","경인선","송내","29099","28922","20241024"
"20241021","수인선","송도","2808","2523","20241024"
"20241021","5호선","송정","7126","6713","20241024"
"20241021","경부선","송탄","4955","4775","20241024"
"20241021","8호선","송파","10419","10345","20241024"
"20241021","9호선2~3단계","송파나루","5864","6175","20241024"
"20241021","분당선","수내","15083","15137","20241024"
"20241021","7호선","수락산","13751","13671","20241024"
"20241021","안산선","수리산","4534","3798","20241024"
"20241021","경의선","수색","3923","4011","20241024"
"20241021","분당선","수서","18339","19228","20241024"
"20241021","3호선","수서","20161","20243","20241024"
"20241021","분당선","수원","8198","7625","20241024"
"20241021","경부선","수원","38232","39796","20241024"
"20241021","분당선","수원시청","14834","15730","20241024"
"20241021","4호선","수유(강북구청)","36709","36998","20241024"
"20241021","8호선","수진","6025","5538","20241024"
"20241021","4호선","숙대입구(갈월)","16732","16209","20241024"
"20241021","7호선","숭실대입구(살피재)","17035","17260","20241024"
"20241021","수인선","숭의","4753","4525","20241024"
"20241021","1호선","시청","28368","28145","20241024"
"20241021","2호선","시청","29466","28506","20241024"
"20241021","분당선","신갈","5473","5211","20241024"
"20241021","5호선","신금호","7087","7563","20241024"
"20241021","경부선","신길","9833","8426","20241024"
"20241021","5호선","신길","5663","5586","20241024"
"20241021","안산선","신길온천","2414","1982","20241024"
"20241021","경춘선","신내","3408","3103","20241024"
"20241021","9호선","신논현","32011","31923","20241024"
"20241021","2호선","신답","1832","2104","20241024"
"20241021","2호선","신당","15924","16293","20241024"
"20241021","6호선","신당","8964","9342","20241024"
"20241021","2호선","신대방","27346","26408","20241024"
"20241021","7호선","신대방삼거리","16531","15894","20241024"
"20241021","2호선","신도림","52869","51287","20241024"
"20241021","경부선","신도림","4237","4471","20241024"
"20241021","경강선","신둔도예촌","1793","1648","20241024"
"20241021","신림선","신림","2318","2863","20241024"
"20241021","2호선","신림","57601","56352","20241024"
"20241021","9호선","신목동","5101","4598","20241024"
"20241021","9호선","신반포","4757","4633","20241024"
"20241021","9호선","신방화","7727","7552","20241024"
"20241021","3호선","신사","29180","30527","20241024"
"20241021","1호선","신설동","15887","15473","20241024"
"20241021","우이신설선","신설동","2783","2616","20241024"
"20241021","2호선","신설동","3745","3694","20241024"
"20241021","4호선","신용산","20680","22258","20241024"
"20241021","중앙선","신원","222","209","20241024"
"20241021","경원선","신이문","9346","8700","20241024"
"20241021","5호선","신정(은행정)","14767","12353","20241024"
"20241021","2호선","신정네거리","11207","11612","20241024"
"20241021","장항선","신창(순천향대)","2595","2933","20241024"
"20241021","2호선","신촌","39001","39558","20241024"
"20241021","경의선","신촌","1262","1548","20241024"
"20241021","수인선","신포","2012","1996","20241024"
"20241021","7호선","신풍","12592","11835","20241024"
"20241021","8호선","신흥","5434","5732","20241024"
"20241021","4호선","쌍문","32192","30161","20241024"
"20241021","장항선","쌍용(나사렛대)","3521","3570","20241024"
"20241021","장항선","아산","4719","4315","20241024"
"20241021","중앙선","아신","634","640","20241024"
"20241021","5호선","아차산(어린이대공원후문)","15410","15301","20241024"
"20241021","2호선","아현","11781","11137","20241024"
"20241021","3호선","안국","29830","30398","20241024"
"20241021","안산선","안산","13076","11930","20241024"
"20241021","6호선","안암(고대병원앞)","14536","15253","20241024"
"20241021","경부선","안양","27492","27212","20241024"
"20241021","8호선","암사","18540","17028","20241024"
"20241021","8호선","암사역사공원","6435","5764","20241024"
"20241021","3호선","압구정","33032","35256","20241024"
"20241021","분당선","압구정로데오","19128","20848","20241024"
"20241021","5호선","애오개","7650","7486","20241024"
"20241021","경의선","야당","9720","9601","20241024"
"20241021","수인선","야목","455","372","20241024"
"20241021","분당선","야탑","28071","29838","20241024"
"20241021","6호선","약수","4164","4057","20241024"
"20241021","3호선","약수","14062","13813","20241024"
"20241021","중앙선","양수","2106","2099","20241024"
"20241021","중앙선","양원","3652","3646","20241024"
"20241021","3호선","양재(서초구청)","40855","44148","20241024"
"20241021","중앙선","양정","691","595","20241024"
"20241021","경원선","양주","8524","7952","20241024"
"20241021","2호선","양천구청","7562","8000","20241024"
"20241021","9호선","양천향교","11506","11717","20241024"
"20241021","중앙선","양평","3515","3493","20241024"
"20241021","5호선","양평","8830","8633","20241024"
"20241021","7호선","어린이대공원(세종대)","18357","18887","20241024"
"20241021","수인선","어천","1615","1617","20241024"
"20241021","9호선2~3단계","언주","13237","13633","20241024"
"20241021","5호선","여의나루","12636","13378","20241024"
"20241021","9호선","여의도","31928","31659","20241024"
"20241021","5호선","여의도","30834","32807","20241024"
"20241021","경강선","여주","3571","3379","20241024"
"20241021","경인선","역곡","29568","29615","20241024"
"20241021","2호선","역삼","60022","68593","20241024"
"20241021","6호선","역촌","4174","5077","20241024"
"20241021","수인선","연수","5185","4952","20241024"
"20241021","3호선","연신내","36684","35073","20241024"
"20241021","6호선","연신내","3","0","20241024"
"20241021","경원선","연천","1271","1111","20241024"
"20241021","9호선","염창","19450","18811","20241024"
"20241021","경부선","영등포","38600","39289","20241024"
"20241021","2호선","영등포구청","25135","25902","20241024"
"20241021","5호선","영등포구청","5481","5353","20241024"
"20241021","5호선","영등포시장","12327","12420","20241024"
"20241021","공항철도 1호선","영종","4641","4450","20241024"
"20241021","분당선","영통","9676","9872","20241024"
"20241021","3호선","오금","7555","6634","20241024"
"20241021","5호선","오금","4308","4336","20241024"
"20241021","경인선","오류동","12693","12050","20241024"
"20241021","분당선","오리","12687","10997","20241024"
"20241021","5호선","오목교(목동운동장앞)","21005","22361","20241024"
"20241021","수인선","오목천","5527","4957","20241024"
"20241021","중앙선","오빈","365","356","20241024"
"20241021","경부선","오산","11661","11679","20241024"
"20241021","경부선","오산대","4243","3885","20241024"
"20241021","안산선","오이도","8935","8491","20241024"
"20241021","경원선","옥수","89","58","20241024"
"20241021","3호선","옥수","9696","9905","20241024"
"20241021","7호선","온수(성공회대입구)","11773","10854","20241024"
"20241021","경인선","온수(성공회대입구)","7366","6877","20241024"
"20241021","장항선","온양온천","4933","4935","20241024"
"20241021","5호선","올림픽공원(한국체대)","5438","4687","20241024"
"20241021","9호선2~3단계","올림픽공원(한국체대)","6963","7174","20241024"
"20241021","5호선","왕십리(성동구청)","4899","5582","20241024"
"20241021","경원선","왕십리(성동구청)","17576","17260","20241024"
"20241021","2호선","왕십리(성동구청)","16335","14197","20241024"
"20241021","경원선","외대앞","11312","11324","20241024"
"20241021","2호선","용답","3450","3444","20241024"
"20241021","2호선","용두(동대문구청)","2800","2931","20241024"
"20241021","7호선","용마산(용마폭포공원)","6254","6124","20241024"
"20241021","중앙선","용문","2291","2216","20241024"
"20241021","경부선","용산","38687","41311","20241024"
"20241021","5호선","우장산","16543","16504","20241024"
"20241021","중앙선","운길산","1013","974","20241024"
"20241021","공항철도 1호선","운서","9984","10191","20241024"
"20241021","경의선","운정","9180","8428","20241024"
"20241021","경의선","운천","5","3","20241024"
"20241021","일산선","원당","12595","12008","20241024"
"20241021","중앙선","원덕","406","408","20241024"
"20241021","수인선","원인재","4923","5084","20241024"
"20241021","서해선","원종","5289","5234","20241024"
"20241021","일산선","원흥","12786","12409","20241024"
